0,01;0,374
0,02;0,359
0,03;0,344
0,04;0,332
0,05;0,323
0,06;0,315
0,07;0,309
0,08;0,302
0,09;0,305
0,1;0,307
0,11;0,308
0,12;0,309
0,13;0,309
0,14;0,309
0,15;0,309
0,16;0,309
0,17;0,309
0,18;0,308
0,19;0,308
0,2;0,307
0,21;0,307
0,22;0,306
0,23;0,306
0,24;0,305
0,25;0,305
0,26;0,304
0,27;0,304
0,28;0,303
0,29;0,303
0,3;0,302
0,31;0,302
0,32;0,301
0,33;0,301
0,34;0,301
0,35;0,3
0,36;0,3
0,37;0,299
0,38;0,299
0,39;0,299
0,4;0,298
0,41;0,298
0,42;0,298
0,43;0,297
0,44;0,297
0,45;0,296
0,46;0,296
0,47;0,296
0,48;0,296
0,49;0,295
0,5;0,295
0,51;0,295
0,52;0,294
0,53;0,294
0,54;0,294
0,55;0,294
0,56;0,293
0,57;0,293
0,58;0,293
0,59;0,292
0,6;0,292
0,61;0,292
0,62;0,292
0,63;0,292
0,64;0,292
0,65;0,291
0,66;0,291
0,67;0,291
0,68;0,291
0,69;0,291
0,7;0,291
0,71;0,291
0,72;0,291
0,73;0,291
0,74;0,291
0,75;0,291
0,76;0,291
0,77;0,291
0,78;0,291
0,79;0,29
0,8;0,29
0,81;0,29
0,82;0,29
0,83;0,29
0,84;0,29
0,85;0,29
0,86;0,29
0,87;0,29
0,88;0,29
0,89;0,29
0,9;0,29
0,91;0,292
0,92;0,298
0,93;0,306
0,94;0,314
0,95;0,322
0,96;0,329
0,97;0,337
0,98;0,345
0,99;0,352
1;0,36
1,01;0,368
1,02;0,375
1,03;0,383
1,04;0,391
1,05;0,398
1,06;0,398
1,07;0,399
1,08;0,399
1,09;0,4
1,1;0,4
1,11;0,401
1,12;0,402
1,13;0,403
1,14;0,404
1,15;0,405
1,16;0,405
1,17;0,406
1,18;0,407
1,19;0,407
1,2;0,408
1,21;0,409
1,22;0,41
1,23;0,411
1,24;0,412
1,25;0,414
1,26;0,415
1,27;0,417
1,28;0,418
1,29;0,42
1,3;0,422
1,31;0,423
1,32;0,425
1,33;0,427
1,34;0,429
1,35;0,432
1,36;0,434
1,37;0,436
1,38;0,439
1,39;0,441
1,4;0,444
1,41;0,447
1,42;0,45
1,43;0,453
1,44;0,456
1,45;0,459
1,46;0,456
1,47;0,453
1,48;0,451
1,49;0,448
1,5;0,446
1,51;0,443
1,52;0,441
1,53;0,438
1,54;0,436
1,55;0,434
1,56;0,431
1,57;0,429
1,58;0,427
1,59;0,424
1,6;0,422
1,61;0,42
1,62;0,418
1,63;0,416
1,64;0,414
1,65;0,412
1,66;0,41
1,67;0,408
1,68;0,406
1,69;0,404
1,7;0,402
1,71;0,4
1,72;0,398
1,73;0,396
1,74;0,394
1,75;0,392
1,76;0,39
1,77;0,388
1,78;0,387
1,79;0,385
1,8;0,383
1,81;0,381
1,82;0,379
1,83;0,378
1,84;0,376
1,85;0,374
1,86;0,373
1,87;0,371
1,88;0,369
1,89;0,368
1,9;0,366
1,91;0,364
1,92;0,363
1,93;0,361
1,94;0,359
1,95;0,358
1,96;0,356
1,97;0,355
1,98;0,353
1,99;0,351
2;0,35
2,01;0,348
2,02;0,347
2,03;0,346
2,04;0,344
2,05;0,343
2,06;0,342
2,07;0,34
2,08;0,339
2,09;0,337
2,1;0,336
2,11;0,335
2,12;0,334
2,13;0,332
2,14;0,331
2,15;0,33
2,16;0,328
2,17;0,327
2,18;0,326
2,19;0,325
2,2;0,323
2,21;0,322
2,22;0,321
2,23;0,32
2,24;0,318
2,25;0,317
2,26;0,316
2,27;0,315
2,28;0,314
2,29;0,312
2,3;0,311
2,31;0,31
2,32;0,309
2,33;0,308
2,34;0,307
2,35;0,305
2,36;0,304
2,37;0,303
2,38;0,302
2,39;0,301
2,4;0,3
2,41;0,299
2,42;0,298
2,43;0,296
2,44;0,295
2,45;0,294
2,46;0,293
2,47;0,292
2,48;0,292
2,49;0,291
2,5;0,29
2,51;0,289
2,52;0,288
2,53;0,287
2,54;0,286
2,55;0,285
2,56;0,284
2,57;0,284
2,58;0,283
2,59;0,282
2,6;0,281
2,61;0,28
2,62;0,279
2,63;0,278
2,64;0,278
2,65;0,277
2,66;0,276
2,67;0,275
2,68;0,274
2,69;0,274
2,7;0,273
2,71;0,272
2,72;0,271
2,73;0,27
2,74;0,27
2,75;0,269
2,76;0,268
2,77;0,267
2,78;0,266
2,79;0,266
2,8;0,265
2,81;0,264
2,82;0,263
2,83;0,263
2,84;0,262
2,85;0,261
2,86;0,261
2,87;0,26
2,88;0,259
2,89;0,258
2,9;0,258
2,91;0,257
2,92;0,256
2,93;0,256
2,94;0,255
2,95;0,254
2,96;0,254
2,97;0,253
2,98;0,252
2,99;0,251
3;0,251
3,01;0,25
3,02;0,249
3,03;0,249
3,04;0,248
3,05;0,247
3,06;0,247
3,07;0,246
3,08;0,245
3,09;0,245
3,1;0,244
3,11;0,243
3,12;0,242
3,13;0,242
3,14;0,241
3,15;0,241
3,16;0,24
3,17;0,239
3,18;0,239
3,19;0,238
3,2;0,237
3,21;0,237
3,22;0,236
3,23;0,235
3,24;0,235
3,25;0,234
3,26;0,233
3,27;0,233
3,28;0,232
3,29;0,232
3,3;0,231
3,31;0,23
3,32;0,23
3,33;0,229
3,34;0,229
3,35;0,228
3,36;0,227
3,37;0,227
3,38;0,226
3,39;0,226
3,4;0,225
3,41;0,225
3,42;0,224
3,43;0,223
